"NAME","ECONOMY","DISPLAY_NAME","ALIASES","CATEGORIES","TYPE","VALUE","STATIC","STATICPRICE","STOCK","MEDIAN","INITIATION","STARTPRICE","CEILING","FLOOR","MAXSTOCK","COMPONENTS","DATA","VERSION"
"BANNER_11","default","yellow_banner","yellowbanner,","banners,","ITEM","54.5","false","109","0","10000","true","109","1000000","0","0","yellow_wool,6;stick,1;","amount,1;durability,11;maxStackSize,16;data,11;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_12","default","light_blue_banner","lightbluebanner,","banners,","ITEM","109.49999999999999","false","218.99999999999997","0","10000","true","218.99999999999997","1000000","0","0","light_blue_wool,6;stick,1;","amount,1;durability,12;maxStackSize,16;data,12;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_13","default","magenta_banner","magentabanner,","banners,","ITEM","82","false","164","0","10000","true","164","1000000","0","0","magenta_wool,6;stick,1;","amount,1;durability,13;maxStackSize,16;data,13;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_14","default","orange_banner","orangebanner,","banners,","ITEM","54.5","false","109","0","10000","true","109","1000000","0","0","orange_wool,6;stick,1;","amount,1;durability,14;maxStackSize,16;data,14;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_15","default","white_banner","whitebanner,","banners,","ITEM","24.5","false","49","0","10000","true","49","1000000","0","0","wool,6;stick,1;","amount,1;durability,15;maxStackSize,16;data,15;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_2","default","green_banner","greenbanner,","banners,","ITEM","96.5","false","193","0","10000","true","193","1000000","0","0","green_wool,6;stick,1;","amount,1;durability,2;maxStackSize,16;data,2;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_3","default","brown_banner","brownbanner,","banners,","ITEM","60.5","false","121","0","10000","true","121","1000000","0","0","brown_wool,6;stick,1;","amount,1;durability,3;maxStackSize,16;data,3;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_4","default","blue_banner","bluebanner,","banners,","ITEM","174.5","false","349","0","10000","true","349","1000000","0","0","blue_wool,6;stick,1;","amount,1;durability,4;maxStackSize,16;data,4;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_5","default","purple_banner","purplebanner,","banners,","ITEM","114.5","false","229","0","10000","true","229","1000000","0","0","purple_wool,6;stick,1;","amount,1;durability,5;maxStackSize,16;data,5;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_6","default","cyan_banner","cyanbanner,","banners,","ITEM","135.5","false","271","0","10000","true","271","1000000","0","0","cyan_wool,6;stick,1;","amount,1;durability,6;maxStackSize,16;data,6;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_7","default","light_gray_banner","lightgraybanner,","banners,","ITEM","62","false","124","0","1000","true","124","1000000","0","0","light_gray_wool,6;stick,1;","amount,1;durability,7;maxStackSize,16;data,7;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_8","default","gray_banner","graybanner,","banners,","ITEM","79.5","false","159","0","1000","true","159","1000000","0","0","gray_wool,6;stick,1;","amount,1;durability,8;maxStackSize,16;data,8;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BANNER_9","default","pink_banner","pinkbanner,","banners,","ITEM","49.5","false","99","0","10000","true","99","1000000","0","0","pink_wool,6;stick,1;","amount,1;durability,9;maxStackSize,16;data,9;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BANNER;metaType,ITEM;maxDurability,0;","1"
"BARRIER_0","default","barrier","barrier,","unobtainable,","ITEM","20000","false","40000","0","100","true","40000","1000000","0","1000000000","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BARRIER;metaType,ITEM;maxDurability,0;","1"
"BEACON_0","default","beacon","beacon,","rare,","ITEM","72350","false","144700","0","50","true","144700","1000000","0","0","glass,5;obsidian,3;netherstar,1;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BEACON;metaType,ITEM;maxDurability,0;","1"
"BEDROCK_0","default","bedrock","bedrock,","unobtainable,","ITEM","10000","false","20000","0","10000","true","20000","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BEDROCK;metaType,ITEM;maxDurability,0;","1"
"BED_0","default","bed","bed,","blocks,","ITEM","15","false","30","0","10000","true","30","1000000","0","0","wool,3;oakwood,3;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BED;metaType,ITEM;maxDurability,0;","1"
"BEETROOT_0","default","beetroot","beetroot,","food,","ITEM","30","false","60","0","10000","true","60","1000000","0","1000000","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BEETROOT;metaType,ITEM;maxDurability,0;","1"
"BEETROOT_SEEDS_0","default","beetroot_seeds","beetrootseeds,","organic,","ITEM","10","false","20","0","10000","true","20","1000000","0","1000000","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BEETROOT_SEEDS;metaType,ITEM;maxDurability,0;","1"
"BEETROOT_SOUP_0","default","beetroot_soup","beetrootsoup,","food,","ITEM","180.75","false","361.5","0","10000","true","361.5","1000000","0","0","beetroot,6;bowl,1;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BEETROOT_SOUP;metaType,ITEM;maxDurability,0;","1"
"BIRCH_DOOR_ITEM_0","default","birch_door","birchdoor,","doors,","ITEM","2","false","4","0","10000","true","4","1000000","0","0","birch_wood,2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BIRCH_DOOR_ITEM;metaType,ITEM;maxDurability,0;","1"
"BIRCH_FENCE_0","default","birch_fence","birchfence,","fences,","ITEM","1.6666666666666665","false","3.333333333333333","0","10000","true","3.333333333333333","1000000","0","0","birch_wood,4/3;stick,2/3;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BIRCH_FENCE;metaType,ITEM;maxDurability,0;","1"
"BIRCH_FENCE_GATE_0","default","birch_gate","birchgate,","fences,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","stick,4;birch_wood,2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BIRCH_FENCE_GATE;metaType,ITEM;maxDurability,0;","1"
"BIRCH_WOOD_STAIRS_0","default","birch_wood_stairs","birchwoodstairs,","stairs,","ITEM","6","false","12","0","10000","true","12","1000000","0","0","birchlog,3/2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BIRCH_WOOD_STAIRS;metaType,ITEM;maxDurability,0;","1"
"BLAZE_POWDER_0","default","blaze_powder","blazepowder,","brewing,","ITEM","125","false","250","0","1000","true","250","1000000","0","0","blazerod,1/2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BLAZE_POWDER;metaType,ITEM;maxDurability,0;","1"
"BLAZE_ROD_0","default","blaze_rod","blazerod,","brewing,","ITEM","250","false","500","0","1000","true","500","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BLAZE_ROD;metaType,ITEM;maxDurability,0;","1"
"BOAT_0","default","oak_boat","boat,","other,boats,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","oakwood,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOAT;metaType,ITEM;maxDurability,0;","1"
"BOAT_ACACIA_0","default","acacia_boat","acaciaboat,","boats,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","acaciawood,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOAT_ACACIA;metaType,ITEM;maxDurability,0;","1"
"BOAT_BIRCH_0","default","birch_boat","birchboat,","boats,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","birchwood,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOAT_BIRCH;metaType,ITEM;maxDurability,0;","1"
"BOAT_DARK_OAK_0","default","dark_oak_boat","darkoakboat,","boats,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","darkoakwood,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOAT_DARK_OAK;metaType,ITEM;maxDurability,0;","1"
"BOAT_JUNGLE_0","default","jungle_boat","jungleboat,","boats,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","junglewood,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOAT_JUNGLE;metaType,ITEM;maxDurability,0;","1"
"BOAT_SPRUCE_0","default","spruce_boat","spruceboat,","boats,","ITEM","5","false","10","0","10000","true","10","1000000","0","0","sprucewood,5;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOAT_SPRUCE;metaType,ITEM;maxDurability,0;","1"
"BONE_0","default","bone","bone,","brewing,organic,","ITEM","10","false","20","0","10000","true","20","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BONE;metaType,ITEM;maxDurability,0;","1"
"BOOKSHELF_0","default","bookshelf","bookshelf,","blocks,","ITEM","81","false","162","0","3000","true","162","1000000","0","0","oakwood,6;book,3;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOOKSHELF;metaType,ITEM;maxDurability,0;","1"
"BOOK_0","default","book","book,","other,","ITEM","25","false","50","0","3000","true","50","1000000","0","0","leather,1;paper,3;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOOK;metaType,ITEM;maxDurability,0;","1"
"BOOK_AND_QUILL_0","default","book_and_quill","bookandquill,","other,","ITEM","43","false","86","0","1000","true","86","1000000","0","0","book,1;feather,1;inksac,1;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOOK_AND_QUILL;metaType,ITEM;maxDurability,0;","1"
"BOWL_0","default","bowl","bowl,","other,","ITEM","0.75","false","1.5","0","10000","true","1.5","1000000","0","0","oakwood,3/4;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOWL;metaType,ITEM;maxDurability,0;","1"
"BOW_0","default","bow","bow,","tools,","ITEM","4.5","false","9","0","10000","true","9","1000000","0","0","string,3;stick,3;","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BOW;metaType,ITEM;maxDurability,384;","1"
"BREAD_0","default","bread","bread,","food,","ITEM","15","false","30","0","10000","true","30","1000000","0","0","wheat,3;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BREAD;metaType,ITEM;maxDurability,0;","1"
"BREWING_STAND_ITEM_0","default","brewing_stand","brewingstand,","brewing,","ITEM","253","false","506","0","1000","true","506","1000000","0","0","cobblestone,3;blazerod,1;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BREWING_STAND_ITEM;metaType,ITEM;maxDurability,0;","1"
"BRICK_0","default","brick","brick,","blocks,","ITEM","40","false","80","0","1000","true","80","1000000","0","0","claybrick,4;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BRICK;metaType,ITEM;maxDurability,0;","1"
"BRICK_STAIRS_0","default","brick_stairs","brickstairs,","stairs,","ITEM","60","false","120","0","1000","true","120","1000000","0","0","brick,3/2;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BRICK_STAIRS;metaType,ITEM;maxDurability,0;","1"
"BROWN_MUSHROOM_0","default","brown_mushroom","brownmushroom,","organic,","ITEM","1","false","2","0","10000","true","2","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BROWN_MUSHROOM;metaType,ITEM;maxDurability,0;","1"
"BUCKET_0","default","bucket","bucket,","tools,","ITEM","96","false","192","0","15000","true","192","1000000","0","0","ironingot,3;","amount,1;durability,0;maxStackSize,16;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,BUCKET;metaType,ITEM;maxDurability,0;","1"
"CACTUS_0","default","cactus","cactus,","organic,","ITEM","4","false","8","0","10000","true","8","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CACTUS;metaType,ITEM;maxDurability,0;","1"
"CAKE_0","default","cake","cake,","food,","ITEM","40","false","80","0","1000","true","400","1000000","0","0","","amount,1;durability,0;maxStackSize,1;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CAKE;metaType,ITEM;maxDurability,0;","1"
"CARPET_0","default","carpet","carpet,","carpets,","ITEM","2.6666666666666665","false","5.333333333333333","0","10000","true","5.333333333333333","1000000","0","0","wool,2/3;","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_1","default","orange_carpet","orangecarpet,","carpets,","ITEM","6","false","12","0","10000","true","12","1000000","0","0","orangewool,2/3;","amount,1;durability,1;maxStackSize,64;data,1;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_10","default","purple_carpet","purplecarpet,","carpets,","ITEM","12.666666666666666","false","25.333333333333332","0","10000","true","25.333333333333332","1000000","0","0","purplewool,2/3;","amount,1;durability,10;maxStackSize,64;data,10;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_11","default","blue_carpet","bluecarpet,","carpets,","ITEM","19.333333333333332","false","38.666666666666664","0","10000","true","38.666666666666664","1000000","0","0","bluewool,2/3;","amount,1;durability,11;maxStackSize,64;data,11;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_12","default","brown_carpet","browncarpet,","carpets,","ITEM","6.666666666666666","false","13.333333333333332","0","10000","true","13.333333333333332","1000000","0","0","brownwool,2/3;","amount,1;durability,12;maxStackSize,64;data,12;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_13","default","green_carpet","greencarpet,","carpets,","ITEM","10.666666666666666","false","21.333333333333332","0","10000","true","21.333333333333332","1000000","0","0","greenwool,2/3;","amount,1;durability,13;maxStackSize,64;data,13;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_14","default","redcarpet","redcarpet,","carpets,","ITEM","6","false","12","0","10000","true","12","1000000","0","0","redwool,2/3;","amount,1;durability,14;maxStackSize,64;data,14;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_15","default","black_carpet","blackcarpet,","carpets,","ITEM","12.666666666666666","false","25.333333333333332","0","1000","true","25.333333333333332","1000000","0","0","blackwool,2/3;","amount,1;durability,15;maxStackSize,64;data,15;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_2","default","magenta_carpet","magentacarpet,","carpets,","ITEM","9.055555555555554","false","18.111111111111107","0","10000","true","18.111111111111107","1000000","0","0","magentawool,2/3;","amount,1;durability,2;maxStackSize,64;data,2;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_3","default","light_blue_carpet","lightbluecarpet,","carpets,","ITEM","12.111111111111109","false","24.222222222222218","0","10000","true","24.222222222222218","1000000","0","0","lightbluewool,2/3;","amount,1;durability,3;maxStackSize,64;data,3;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_4","default","yellow_carpet","yellowcarpet,","carpets,","ITEM","6","false","12","0","10000","true","12","1000000","0","0","yellowwool,2/3;","amount,1;durability,4;maxStackSize,64;data,4;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_5","default","lime_carpet","limecarpet,","carpets,","ITEM","7.777777777777777","false","15.555555555555554","0","10000","true","15.555555555555554","1000000","0","0","limewool,2/3;","amount,1;durability,5;maxStackSize,64;data,5;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_6","default","pink_carpet","pinkcarpet,","carpets,","ITEM","5.444444444444444","false","10.888888888888888","0","10000","true","10.888888888888888","1000000","0","0","pinkwool,2/3;","amount,1;durability,6;maxStackSize,64;data,6;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_7","default","gray_carpet","graycarpet,greycarpet,","carpets,","ITEM","8.777777777777777","false","17.555555555555554","0","1000","true","17.555555555555554","1000000","0","0","graywool,2/3;","amount,1;durability,7;maxStackSize,64;data,7;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_8","default","light_gray_carpet","lightgraycarpet,lightgreycarpet,","carpets,","ITEM","6.833333333333333","false","13.666666666666666","0","1000","true","13.666666666666666","1000000","0","0","lightgraywool,2/3;","amount,1;durability,8;maxStackSize,64;data,8;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARPET_9","default","cyan_carpet","cyancarpet,","carpets,","ITEM","15","false","30","0","10000","true","30","1000000","0","0","cyanwool,2/3;","amount,1;durability,9;maxStackSize,64;data,9;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARPET;metaType,ITEM;maxDurability,0;","1"
"CARROT_ITEM_0","default","carrot","carrot,","food,","ITEM","20","false","40","0","10000","true","40","1000000","0","0","","amount,1;durability,0;maxStackSize,64;data,0;itemMetaData,enchantments[0]{0}displayName[0]{0}lore[0]{0};isBlank,false;material,CARROT_ITEM;metaType,ITEM;maxDurability,0;","1"
